Date,City,Cause of Death
2008-01-02,"Gallion Bay, Barbados",Drowning
2007-06-07,"Barbados, British Virgin Islands",Vehicle Accident - Auto
2007-04-04,"Blefton Beach, St Michael, Barbados",Drowning - Ocean
2007-02-22,"Anguilla, Barbados",Drowning
2007-01-10,"Stoney Ground, Barbados",Drowning
2006-10-24,"Barbados, British Virgin Islands",Suicide
2005-04-23,"Accra Beach, Christ Church, Barbados",Drowning
2005-03-25,"Prospect, St. James, Barbados",Vehicle Accident - Auto
2005-01-19,"Road Town, Tortola, British Virgin Islands",Other Accident
2004-11-09,"St. Michael, Barbados",Drowning
2004-06-11,"Tortola, British Virgin Islands",Vehicle Accident - Auto
2004-06-02,"Virgin Gorda, British Virgin Islands",Other Accident
2004-02-21,St. Lucia,Drug-Related
2004-02-20,St. Kitts And Nevis,Other Accident
2004-01-22,St. Kitts And Nevis,Homicide
2004-01-22,St. Kitts And Nevis,Homicide
2003-11-17,"Cooper Island Beach Club, Tortola, British Virgin Islands",Drowning
2002-12-24,"Police Marine Base, Road Reef Marina, Tortola, British Virgin Islands",Drowning
2002-11-18,"Tortola, British Virgin Islands",Drowning
2002-10-27,"St. John's, Antigua",Vehicle Accident - Auto
2012-02-11,"Zaventem, Belgium",Suicide
2010-08-23,"Aalst, Belgium",Suicide
2010-03-28,"Ixelles, Belgium",Homicide
2010-03-04,"Sint-Lambrechts-Woluwe, Belgium",Vehicle Accident - Bus
2009-04-01,"Chaussee De Lessines, Soignies, Belgium",Other Accident
2007-12-03,"Vilvoorde, Belgium",Other Accident
2005-02-28,"Brugge, Belgium",Other Accident
2004-06-13,"Brussels, Belgium",Vehicle Accident - Auto
2003-06-15,"Brussels, Belgium",Homicide
2012-11-25,"Ladyville, Belize",Homicide
2012-11-11,"Belize City, Belize",Homicide
2012-10-24,"Belize City, Belize",Homicide
2012-10-23,"Belize City, Belize",Homicide
2012-10-21,"San Pedro Town, Belize",Drowning
2012-07-27,"Stann Creek, Belize",Suicide
2012-07-09,"Belize City, Belize",Maritime Accident
2012-05-31,"Belize City, Belize",Drowning
2012-05-23,"San Pedro, Belize",Suicide
2012-04-03,"San Pedro, Belize",Drowning
2011-11-10,"Belmopan, Belize",Homicide
2011-10-27,"Belize City, Belize",Drowning
2011-09-13,"Dangriga, Belize",Vehicle Accident - Auto
2011-08-09,"Dangriga, Belize",Vehicle Accident - Auto
2011-04-28,"Punta Gorda Town, Belize",Suicide
2011-04-27,"San Pedro Town, Belize",Suicide
2011-03-05,"Belize City, Belize",Vehicle Accident - Auto
2011-03-05,"Belize City, Belize",Vehicle Accident - Auto
2011-02-02,"Belize City, Belize",Maritime Accident
2011-01-18,"San Pedro Town, Belize",Suicide
2011-01-03,"South Water Caye, Stann Creek, Belize",Maritime Accident
2010-12-20,"Dangriga Town, Belize",Homicide
2010-09-07,Belize,Suicide
2010-03-10,"Belmopan, Belize",Other Accident
2010-03-01,"Caribbean Sea, Belize",Drowning
2010-02-26,"San Pedro Town, Belize",Air Accident
2010-02-26,"San Pedro Town, Belize",Air Accident
2010-02-26,"San Pedro Town, Belize",Air Accident
2010-02-26,"San Pedro Town, Belize",Air Accident
2010-02-25,"Belmopan, Belize",Vehicle Accident - Motorcycle
2010-01-29,"Belmopan, Belize",Homicide
2010-01-21,"Belmopan, Belize",Homicide
2009-12-01,"Mopan River,Cayo District, Belize",Drowning
2009-11-11,"Belize, Belize",Homicide
2009-09-13,"Belize, Belize",Vehicle Accident - Auto
2009-07-24,"Orange Walk Town, Belize",Suicide
2008-12-26,"San Pedro Town, Belize",Maritime Accident
2008-09-24,Belize,Drowning
2008-08-04,"Caye, Caulker, Belize",Drowning
2008-07-05,"Cayo District, Belize",Homicide
2008-07-05,"Cayo District, Belize",Homicide
2007-09-20,"Belmopan, Belize ",Vehicle Accident - Bus
2007-09-11,"Northern Highway, Orange Walk Town",Vehicle Accident - Auto
2007-07-16,"Teakettle Village, Cayo District",Homicide
2007-07-07,San Pedro Town,Drowning
2007-03-11,"San Ignacio Town, Cayo District, Belize",Suicide
2007-01-16,"Belize City, Belize, Belize",Drowning
2006-10-13,"San Pedro Town, Belize",Suicide
2006-08-15,"San Ignacio , Cayo District, Belize",Homicide
2006-06-09,"San Pedro Town, Belize",Drowning
2006-02-26,"San Pedro Town, Belize",Drowning
2006-02-16,"San Pedro Town, Belize",Other Accident
2006-02-09,"Ambergris Caye, Belize",Maritime Accident
2006-02-06,"Alamina Drive, Caye Caulker Village, Belize",Drowning
2005-12-18,"San Pedro Town, Belize",Homicide
2005-11-18,"Mountain Pine Ridge Area, Belize",Air Accident
2005-11-18,"Mountain Pinde Ridge Area, Belize",Air Accident
2005-11-13,"Indian Creek Village, Belize",Homicide
2005-09-14,"Dangriga Town, Belize",Other Accident
2005-08-20,"Belize City, Belize",Homicide
2005-06-07,"Caye Caulker Village, Belize District, Belize",Other Accident
2005-03-13,"San Pedro Ambergris Caye, Belize",Drowning
2005-03-11,"San Ignacio Town, Cayo District, Belize",Homicide
2005-02-19,"San Pedro Town, Belize",Drowning
2005-01-29,"Corozal, Belize",Vehicle Accident - Auto
2004-11-27,"Caye Caulker, Belizean Waters, Belize",Other Accident
2004-11-09,"South Water Caye, Stann Creek Dist., Belize",Drowning
2004-07-25,"Margaret Village, Cayo District, Belize",Homicide
2004-04-04,"Silk Caye, Placencia Village, Stann Creek District, Belize",Drowning
2004-02-27,"Manatee Village, Belize",Homicide
2004-02-15,"Corozal Town, Belize",Vehicle Accident - Auto
2003-11-27,"Placencia Village, Belize",Drowning
2003-10-22,"Belize City, Belize",Drowning
2003-06-24,"Toledo District, Belize",Suicide
2003-04-10,"San Pedro Town, Belize",Drowning
2003-02-19,"San Pedro Town, Ambergris Caye, Belize",Drowning
2003-01-20,"Western Highway, Belize District, Belize",Vehicle Accident - Auto
2003-01-20,"Between Mls 28 And 29 Western Highway, Cayo District, Belize",Vehicle Accident - Auto
2002-12-27,"Caribbean Sea, Between English Caye And Turneffe Reef",Maritime Accident
2009-03-12,"Badjoude, Badjoude, Benin",Homicide
2012-08-05,"Paget, Bermuda",Vehicle Accident - Pedestrian
2012-07-07,"Paget, Bermuda",Vehicle Accident - Motorcycle
2012-02-05,"Paget, Bermuda",Vehicle Accident - Motorcycle
2011-10-25,"Paget, Bermuda",Drowning
2011-10-25,"Paget, Bermuda",Vehicle Accident - Motorcycle
2011-09-18,"Paget, Bermuda",Drowning
2011-05-08,"Paget, Bermuda",Vehicle Accident - Other
2009-11-17,"Paget, Bermuda",Vehicle Accident - Motorcycle
2009-08-20,"Paget, Bermuda",Drowning
2008-07-31,"Paget, Bermuda",Drowning
2008-04-12,"Paget, Bermuda",Vehicle Accident - Motorcycle
2008-03-24,"Paget, Bermuda",Vehicle Accident - Motorcycle
2004-10-02," paget, Bermuda",Vehicle Accident - Motorcycle
2003-07-26,"Paget, Bermuda",Vehicle Accident - Motorcycle
2003-01-26,"Paget, Bermuda",Drug-Related
2011-04-10,"Obrajes, La Paz, Bolivia",Other Accident
2011-01-24,"Cochabamba, Bolivia",Other Accident
2010-09-26,Santa Cruz,Other Accident
2009-12-11,"Cochabamba, Bolivia",Other Accident
2009-10-21,"Cochabamba, Bolivia",Suicide
2008-04-19,"Carretera A Yolosa, La Paz, Bolivia",Vehicle Accident - Other
2006-08-24,"Alto Irpavi,la Paz, Bolivia",Other Accident
2006-08-13,"Cochabamba, Bolivia",Drowning
2005-02-21,"Cochabamba, Bolivia",Other Accident
2005-01-07,"La Paz, Bolivia",Vehicle Accident - Bus
2004-10-10,"Santa Cruz, Bolivia",Drowning
2004-09-24,"Beni, Bolivia",Vehicle Accident - Auto
2004-06-24,"Cochabamba, Bolivia",Vehicle Accident - Auto
2004-06-24,"Cochabamba, Bolivia",Vehicle Accident - Auto
2004-05-12,"El Alto, La Paz, Bolivia",Vehicle Accident - Pedestrian
2004-03-19,"Bermejo, Santa Cruz, Boliviz",Vehicle Accident - Bus
2003-12-09,"Pando, Bolivia",Air Accident
2003-07-03,"Mount Illimani, La Paz, Bolivia",Other Accident
2003-06-07,"Mount Illimani, La Paz, Bolivia",Other Accident
2003-06-07,"Mount Illimani, La Paz, Bolivia",Other Accident
2002-11-25,"San Marcos, Potosi, Bolivia",Vehicle Accident - Bus
2002-10-23,"Ascencion-guarayos, Santa Cruz, Bolivia",Homicide
2012-06-19,"Zivince, Bosnia-Herzegovina",Homicide
2012-02-01,"Sarajevo, Bosnia-Herzegovina",Suicide
2010-07-04,"Sarajevo, Bosnia-Herzegovina",Vehicle Accident - Motorcycle
2010-06-26,"Sokolac, Bosnia - Herzegovina",Vehicle Accident - Auto
2007-11-18,"Tuzla, Bosnia-herzegovina",Other Accident
2005-10-26,"Lukavac, Bosnia-herzegovina",Homicide
2008-05-30,"Gaborone, Botswana",Vehicle Accident
2007-07-01,"A1 Road, Near Dikabeya Land, Palapye, Palapye",Vehicle Accident - Auto
2012-11-21,"Santos, Sao Paulo, Brazil",Suicide
2012-09-09,"Foz do Iguacu, Parana, Brazil",Vehicle Accident - Pedestrian
2012-08-23,"Uberlandia, Minas Gerais, Brazil",Homicide
2012-07-05,"Sao Paulo, Brazil",Suicide
2012-03-30,"Juiz De Fora, Minas Gerais, Brazil",Suicide
2011-11-10,"Igarassu, Pernambuco, Brazil",Other Accident
2011-04-25,"Nova Lima, MG, Brazil",Drowning
2011-04-17,"Rio De Janeiro, RJ, Brazil",Drowning
2011-04-06,"Inconfidentes, MG, Brazil",Air Accident
2011-03-25,"Rio De Janeiro, Brazil",Vehicle Accident - Auto
2011-03-20,"Sao Paulo, Sao Paulo, Brazil",Suicide
2011-01-04,"Rio De Janeiro, Brazil",Suicide
2010-12-31,"Corbelia, PR, Brazil",Vehicle Accident - Auto
2010-12-23,"Rio De Janeiro, Brazil",Drug-Related
2010-12-21,"Rio De Janeiro, Brazil",Other Accident
2010-12-06,"Santa Catarina, Brazil",Drug-Related
2010-10-16,"Rio De Janeiro, Brazil",Suicide
2010-07-12,"Rio De Janeiro, Brazil",Suicide
2010-07-11,"Sao Paulo, Brazil",Disaster
2010-05-17,"Rio De Janeiro,Brazil",Maritime Accident
2010-04-05,"Sao Luis,Maranhao, Brazil",Drug-Related
2010-03-05,"Sao Paulo, Brazil",Vehicle Accident - Auto
2009-12-26,"Manaus,Amazonas, Brazil",Other Accident
2009-12-11,"Rio De Janeiro,Rio De Janeiro, Brazil",Suicide
2009-10-20,"Jijoca de Jericoacoara,Ceara, Brazil",Drowning
2009-08-18,"Rio De Janeiro,Rio De Janeiro, Brazil",Vehicle Accident - Auto
2009-04-13,"Floriano, Santa Catarina, Brazil",Homicide
2009-02-10,"Gracas, Recife, Pe, Brazil",Suicide
2008-12-31,"Paraty, Rio De Janiero, Brazil",Other Accident
2008-07-27,"Rio De Janeiro, Brazil",Suicide
2008-07-06,"Governador Valadares,mg, Brazil",Vehicle Accident - Auto
2008-06-28,"Rio De Janeiro, Rj, Brazil",Homicide
2008-05-07,"Caldas Novas, Goias, Brazil",Other Accident
2008-04-21,"Salvador, Bahia, Brazil",Vehicle Accident - Auto
2008-02-26,"Santa Catarina, Brazil",Suicide
2008-01-21,"Rio Grande De Norte, Brazil",Homicide
2007-12-26,"Br 101, Bairro Pinheira, Palhoca, Santa Catarina, Brazil",Vehicle Accident - Auto
2007-10-11,"Porto Seguro, Bahia, Brazil",Homicide
2007-07-17,"Sao Paulo, Sp, Brazil",Air Accident
2007-05-25," city Of Rio De Janeiro, Rio De Janeiro, Brazil",Homicide
2007-02-06,"Florianopolis, Santa Catarina, Brazil",Suicide
2007-01-10,"Road Br 116, Serrinha, Bahia, Brazil",Vehicle Accident - Auto
2006-09-29,"Near Peixoto De Azevdo Mt, Brazil",Air Accident
2006-08-17,"Goiania, Go, Brazil",Suicide
2006-07-31,"Guarapari, Espirito Santo, Brazil",Vehicle Accident - Auto
2006-07-25,"Municipality Of Cristalina, Goias, Brazil",Vehicle Accident - Auto
2006-07-08,"Santa Cruz Do Sul, Rs, Brazil",Vehicle Accident - Auto
2006-05-31,"Anapolis, Go, Brazil",Vehicle Accident - Auto
2006-05-05,"Av. Orion S/n, Barueri, Sp, Brazil",Vehicle Accident - Auto
2006-02-28,"Praia De Juquehy, Maresias, Sao Sebastiao, Sp, Brazil",Drowning
2006-02-23,"Rio De Janeiro, Rj, Brazil",Vehicle Accident - Other
2006-02-18,"Sao Paulo, Sp, Brazil",Vehicle Accident - Pedestrian
2006-01-17,"Shin Qi 03 Conjunto 06 Casa 12 Lago Norte, Brasilia, Brazil",Other Accident
2005-05-17,"Jaburuna, Vila Velha, Es, Brazil",Drowning
2005-05-13,"Rua Da Igualdade, 59 Itacuruca, Rj, Brazil",Drowning
2005-04-12,"Casa De Saude Campinas Campinas, Sao Paulo, Brazil",Other Accident
2005-02-12,"Municipio De Anapu, Para, Brazil",Homicide
2005-02-10,"Estrada De Ponta Negra, Manaus, Brazil",Vehicle Accident - Auto
2005-01-10,"Br 204 Road, Km 79, Between Azu And Mossoro, Rn Brazil",Vehicle Accident - Auto
2005-01-07,"Barra De Sao Miguel, Alagoas, Brazil",Other Accident
2004-08-09,"Rio De Janeiro, Brazil",Drowning
2004-07-24,"Rio Das Ostras, Rio De Janeiro, Brazil",Drowning
2004-04-25,"Angra Dos Reis, Rio De Janeiro, Brazil",Vehicle Accident - Auto
2004-04-08,"Sao Paulo, Sp, Brazil",Homicide
2004-03-27,"Tibau Do Sul, Rn, Brazil",Homicide
2003-12-31,"Rodovia Br-381 Km 53 In Central De Minas, Mg, Brazil",Vehicle Accident - Auto
2003-12-04,"Rio De Janeiro, Brazil",Homicide
2003-11-30,"Rua Cesar Mendonca 210, Barra Da Tijuca, Rio De Janeiro, Brazil",Homicide
2003-11-26,"Rio-santos Road, Paraty, Rio De Janeiro, Brazil",Vehicle Accident - Bus
2003-11-22,"Praia De Pipa, Tibau Do Sul, Rio Grande Do Norte, Brazil",Drowning
2003-11-14,"Copacabana, Rio De Janeiro, Brazil",Vehicle Accident - Auto
2003-09-13,"Rodovia Br 101 Km 459, Paraty, Sao Paulo, Brazil",Vehicle Accident - Auto
2003-07-10,"Br 418, Km 91, Carlos Chagas, Minas Gerais, Brazil",Vehicle Accident - Auto
2003-07-10,"Br 418, Km 91, Carlos Chagas, Minas Gerais, Brazil",Vehicle Accident - Auto
2003-07-10,"Br 418, Km 91, Carlos Chagas, Minas Gerais, Brazil",Vehicle Accident - Auto
2003-06-22,"Costeira Tijucupava, Pereque, Guaruja, Brazil",Other Accident
2003-06-13,"Aquiraz, Ceara, Brazil",Drowning
2003-05-08,"Leblon, Rio De Janeiro, Brazil",Suicide
2003-05-07,"Rio De Janeiro, Brazil",Vehicle Accident - Auto
2003-04-30,"Santa Etelvina, Manaus, Brazil",Homicide
2003-04-22,"Caxeta-campos De Goytacazes, Rio De Janeiro, Brazil",Vehicle Accident - Bus
2003-03-09,"Sao Paulo, Brazil",Other Accident
2002-11-21,"Brasilia, Brazil",Drowning
2012-12-10,"Tortola, British Virgin Islands",Drowning
2008-07-05,"Sofia, Bulgaria",Drug-Related
2005-12-27,"Sofia, Bulgaria",Suicide
2005-12-27,"Sofia, Bulgaria",Suicide
2005-09-15,"River Iskar, Reselets Village, Cherven Bryag Area, Bulgaria",Drowning - River
2005-09-15,"River Iskar, Reselets Village, Cherven Bryag Area, Bulgaria",Drowning - River
2005-02-27,"Dolni Bogrov, Sofia, Bulgaria",Homicide
2004-10-24,"Sofia, Bulgaria",Homicide
2003-06-25,"Sveti Vlas, Burgas, Bulgaria",Vehicle Accident - Auto
2003-03-07,"Sofia, Bulgaria",Homicide
2012-11-01,"Takeo, Cambodia",Suicide
2012-10-12,"Phnom Penh, Cambodia",Other Accident
2012-09-20,"Phnom Penh, Cambodia",Drowning
2012-04-10,"Phnom Penh, Cambodia",Drug-Related
2011-09-09,"Sihanoukville, Cambodia",Drug-Related
2011-08-28,"Kampot District, Cambodia",Suicide
2011-05-03,"Daun Penh, Phnom Penh, Cambodia",Drug-Related
2010-08-02,"Battambang, Cambodia",Vehicle Accident - Auto
2010-07-14,"Phnom Penh, Cambodia",Drug-Related
2010-05-13,"Sihanoukville,Sihanoukville, Cambodia",Suicide
2010-04-26,"Penh,Phnom Penh, Cambodia",Suicide
2010-02-03,"Banteay Meanchey, Cambodia",Vehicle Accident - Auto
2009-12-19,"Duan Penh District,Phnom Penh, Cambodia",Drug-Related
2009-10-22,"Phnom Penh, Cambodia",Drug-Related
2009-05-13,"Phnom Penh, Cambodia",Drug-Related
2009-04-16,"Sihanoukville, Cambodia",Drug-Related
2008-09-27,"Phnom Penh, Cambodia",Suicide
2008-04-13,"Dangkor, Phnom Penh",Vehicle Accident - Auto
2007-10-09,"Phnom Penh, Cambodia",Drug-Related
2007-08-31,"Phnom Penh, Cambodia",Vehicle Accident - Auto
2007-08-21,"Sihanoukville, Cambodia",Drug-Related
2007-08-09,"Bet Traing, Prey Nup, Sihanoukville",Vehicle Accident - Auto
2006-12-16,"Dankor- Phnom Penh, Cambodia",Suicide
2006-10-31,"Toul Kork-phnom Penh, Cambodia",Suicide
2006-08-09,"Phnom Penh, Cambodia",Drug-Related
2006-04-25,"Phoum Pichban, Lach Commune, Pursat Province, Cambodia",Suicide
2005-03-19,"Phnom Penh, Cambodia",Other Accident
2005-01-29,"Phnom Penh, Cambodia",Drug-Related
2004-08-26,"Phnom Penh, Cambodia",Other Accident
2004-07-14,"Siem Reap Province, Cambodia",Drowning
2004-06-04,"Kambol Commune, Kandal Province, Cambodia",Suicide
2004-03-08,"Kampong Thom Province, Cambodia",Other Accident
2004-02-25,"Kampot Province, Cambodia",Vehicle Accident - Motorcycle
2003-12-08,"Phnom Penh, Cambodia",Homicide
2003-09-15,"Phnom Penh, Cambodia",Drug-Related
2003-09-12,"Sihanoukville, Cambodia",Vehicle Accident - Motorcycle
2003-08-03,"Kampong Cham Province, Cambodia",Vehicle Accident - Motorcycle
2003-06-14,"Koh Kong Province, Cambodia",Homicide
2003-02-10,"Phnom Penh, Cambodia",Other Accident
2003-01-19,"Phnom Penh, Cambodia",Drug-Related
2003-01-06,"Kampong Speu, Cambodia",Other Accident
2002-11-18,"Phnom Penh, Cambodia",Suicide
2012-08-14,"Bamenda, Cameroon",Homicide
2011-12-18,"Douala, Littoral Region, Cameroon",Drowning
2011-10-31,"Yaounde, Cameroon",Drowning
2010-12-23,"Littoral Region, Cameroon",Homicide
2007-12-25,"Littoral, Cameroon",Vehicle Accident - Pedestrian
2007-12-24,"Bonaberi Road, Doaula, Cameroon",Vehicle Accident - Auto
2007-05-05," mbanga-pongo, Douala, Littoral",Air Accident
2007-05-05," mbanga-pongo, Douala, Littoral",Air Accident
2003-12-22,"Nkongsamba, Cameroon",Vehicle Accident - Auto
2003-12-04,Cameroon,Other Accident
2012-10-16,"Surrey, British Columbia, Canada",Suicide
2012-09-26,"Kenora, Ontario, Canada",Drowning
2012-09-23,"Montreal, Quebec, Canada",Other Accident
2012-09-02,"Stephenville, Newfoundland, Canada",Drowning
2012-09-01,"Montreal, Quebec, Canada",Suicide
2012-08-13,"Naughton, Ontario, Canada",Drowning
2012-06-01,"Calgary, Alberta, Canada",Vehicle Accident - Auto
2012-05-04,"Morell, Prince Edward Island, Canada",Other Accident
2012-03-21,"Bonnington Mt., British Columbia, Canada",Other Accident
2012-01-06,"Golden, British Columbia, Canada",Other Accident
2011-09-20,"Englehart,Ontario, Canada",Drowning
2011-08-29,"Ontario, Canada",Air Accident
2011-08-16,"Ontario, Canada",Vehicle Accident - Other
2011-07-22,"British Columbia, Canada",Vehicle Accident - Auto
2011-07-22,"British Columbia, Canada",Vehicle Accident - Auto
2011-07-22,"British Columbia, Canada",Vehicle Accident - Auto
2011-07-22,"British Columbia, Canada",Vehicle Accident - Auto
2011-07-20,"Boswell, British Columbia, Canada",Other Accident
2011-07-18,"Calgary, Alberta, Canada",Vehicle Accident - Motorcycle
2011-07-04,"Toronto,Ontario, Canada",Suicide
2011-05-25,"Ontario, Canada",Drowning
2011-04-01,"Calgary, Alberta, Canada",Other Accident
2011-02-24,"Calgary, Alberta, Canada",Suicide
2011-02-17,"Toronto, Ontario, Canada",Suicide
2011-02-04,"Vancouver,BC,Canada",Other Accident
2010-11-07,Canada,Suicide
2010-10-20,"Mississauga, Ontario, Canada",Vehicle Accident - Auto
2010-10-07,"Ontario, Canada",Vehicle Accident - Auto
2010-08-28,"Gananoque, Ontario, Canada",Drowning
2010-08-19,"London, Ontario, Canada",Vehicle Accident - Motorcycle
2010-08-14,"Ontario, Canada",Vehicle Accident - Auto
2010-07-28,"Quebec, Canada",Vehicle Accident - Other
2010-07-11,"Ontario, Canada",Vehicle Accident - Motorcycle
2010-07-11,"Savary Island,British Columbia, Canada",Other Accident
2010-07-09,"Montreal, Quebec, Canada",Drug-Related
2010-07-03,"Toronto, Ontario, Canada",Drowning
2010-06-19,"British Columbia, Canada",Vehicle Accident - Auto
2010-06-19,"British Columbia, Canada",Vehicle Accident - Auto
2010-06-01,"Montreal, Canada",Suicide
2010-03-21,"Thousand Islands, Ontario, Canada",Suicide
2009-11-29,"Saturna Island,British Columbia, Canada",Air Accident
2009-10-09,"Montreal, Canada",Drowning
2009-09-16,"Yukon, Canada",Suicide
2009-08-27,"British Columbia, Canada",Drowning
2009-08-14,"Alberta, Canada",Drug-Related
2009-08-13,"Bella Coola,British Columbia, Canada",Drowning
2009-08-09,"Sidney,British Columbia, Canada",Maritime Accident
2009-08-04,"Nahanni Butte,Fort Laird,NT, Canada",Air Accident
2009-08-03,"Toronto, Canada",Suicide
2009-07-28,"Ontario, Canada",Suicide
2009-07-27,"Alberta, Canada",Other Accident
2009-07-19,"Sudbury, Ontario, Canada",Vehicle Accident - Auto
2009-07-16,"Alberta, Canada",Vehicle Accident - Motorcycle
2009-07-16,"Alberta, Canada",Vehicle Accident - Motorcycle
2009-07-09,"Red Lake, Ontario, Canada",Vehicle Accident - Auto
2009-04-23,"Halifax, Nova Scotia, Canada",Suicide
2009-03-12,"Chilliwack, British Columbia, Canada",Vehicle Accident - Auto
